vendor/sigs.k8s.io/testing_frameworks/integration/.gitignore,vendor/sigs.k8s.io/controller-runtime/pkg/internal/testing/integration/.gitignore
vendor/github.com/googleapis/gnostic/OpenAPIv2/OpenAPIv2.proto,vendor/github.com/googleapis/gnostic/openapiv2/OpenAPIv2.proto,vendor/github.com/google/gnostic/openapiv2/OpenAPIv2.proto,vendor/github.com/google/gnostic-models/openapiv2/OpenAPIv2.proto
vendor/github.com/googleapis/gnostic/OpenAPIv2/openapi-2.0.json,vendor/github.com/googleapis/gnostic/openapiv2/openapi-2.0.json,vendor/github.com/google/gnostic/openapiv2/openapi-2.0.json,vendor/github.com/google/gnostic-models/openapiv2/openapi-2.0.json
vendor/github.com/hpcloud/tail/.travis.yml,vendor/github.com/nxadm/tail/.travis.yml
vendor/github.com/hpcloud/tail/LICENSE.txt,vendor/github.com/nxadm/tail/LICENSE
vendor/github.com/hpcloud/tail/appveyor.yml,vendor/github.com/nxadm/tail/appveyor.yml
vendor/github.com/hpcloud/tail/ratelimiter/Licence,vendor/github.com/nxadm/tail/ratelimiter/Licence
vendor/github.com/hpcloud/tail/ratelimiter/leakybucket.go,vendor/github.com/nxadm/tail/ratelimiter/leakybucket.go
vendor/github.com/hpcloud/tail/ratelimiter/memory.go,vendor/github.com/nxadm/tail/ratelimiter/memory.go
vendor/github.com/hpcloud/tail/ratelimiter/storage.go,vendor/github.com/nxadm/tail/ratelimiter/storage.go
vendor/github.com/hpcloud/tail/tail.go,vendor/github.com/nxadm/tail/tail.go
vendor/github.com/hpcloud/tail/tail_posix.go,vendor/github.com/nxadm/tail/tail_posix.go
vendor/github.com/hpcloud/tail/tail_windows.go,vendor/github.com/nxadm/tail/tail_windows.go
vendor/github.com/hpcloud/tail/util/util.go,vendor/github.com/nxadm/tail/util/util.go
vendor/github.com/hpcloud/tail/watch/filechanges.go,vendor/github.com/nxadm/tail/watch/filechanges.go
vendor/github.com/hpcloud/tail/watch/inotify.go,vendor/github.com/nxadm/tail/watch/inotify.go
vendor/github.com/hpcloud/tail/watch/inotify_tracker.go,vendor/github.com/nxadm/tail/watch/inotify_tracker.go
vendor/github.com/hpcloud/tail/watch/polling.go,vendor/github.com/nxadm/tail/watch/polling.go
vendor/github.com/hpcloud/tail/watch/watch.go,vendor/github.com/nxadm/tail/watch/watch.go
vendor/github.com/hpcloud/tail/winfile/winfile.go,vendor/github.com/nxadm/tail/winfile/winfile.go
vendor/go.uber.org/zap/check_license.sh,vendor/go.uber.org/zap/checklicense.sh
vendor/golang.org/x/sys/unix/asm_darwin_386.s,vendor/golang.org/x/sys/unix/asm_bsd_386.s
vendor/golang.org/x/sys/unix/asm_darwin_amd64.s,vendor/golang.org/x/sys/unix/asm_bsd_amd64.s
vendor/golang.org/x/sys/unix/asm_netbsd_arm.s,vendor/golang.org/x/sys/unix/asm_bsd_arm.s
vendor/golang.org/x/sys/unix/asm_netbsd_amd64.s,vendor/golang.org/x/sys/unix/asm_bsd_arm64.s
vendor/google.golang.org/grpc/internal/transport/log.go,vendor/google.golang.org/grpc/internal/credentials/spiffe_appengine.go
vendor/google.golang.org/grpc/credentials/internal/syscallconn.go,vendor/google.golang.org/grpc/internal/credentials/syscallconn.go
vendor/google.golang.org/grpc/credentials/internal/syscallconn_appengine.go,vendor/google.golang.org/grpc/internal/credentials/syscallconn_appengine.go,vendor/google.golang.org/grpc/internal/grpcutil/grpcutil.go
vendor/google.golang.org/grpc/proxy.go,vendor/google.golang.org/grpc/internal/transport/proxy.go
vendor/k8s.io/api/settings/v1alpha1/register.go,vendor/k8s.io/api/admission/v1/register.go
vendor/k8s.io/api/settings/v1alpha1/doc.go,vendor/k8s.io/api/certificates/v1/doc.go
vendor/k8s.io/api/auditregistration/v1alpha1/doc.go,vendor/k8s.io/api/events/v1/doc.go
vendor/k8s.io/api/auditregistration/v1alpha1/register.go,vendor/k8s.io/api/events/v1/register.go
vendor/k8s.io/api/settings/v1alpha1/zz_generated.deepcopy.go,vendor/k8s.io/api/events/v1/zz_generated.deepcopy.go
vendor/k8s.io/client-go/kubernetes/typed/settings/v1alpha1/settings_client.go,vendor/k8s.io/client-go/kubernetes/typed/apiserverinternal/v1alpha1/apiserverinternal_client.go
vendor/k8s.io/client-go/kubernetes/typed/auditregistration/v1alpha1/doc.go,vendor/k8s.io/client-go/kubernetes/typed/apiserverinternal/v1alpha1/doc.go
vendor/k8s.io/client-go/kubernetes/typed/settings/v1alpha1/generated_expansion.go,vendor/k8s.io/client-go/kubernetes/typed/apiserverinternal/v1alpha1/generated_expansion.go
vendor/k8s.io/client-go/kubernetes/typed/auditregistration/v1alpha1/auditregistration_client.go,vendor/k8s.io/client-go/kubernetes/typed/certificates/v1/certificates_client.go
vendor/k8s.io/client-go/kubernetes/typed/settings/v1alpha1/doc.go,vendor/k8s.io/client-go/kubernetes/typed/certificates/v1/doc.go
vendor/k8s.io/client-go/kubernetes/typed/auditregistration/v1alpha1/generated_expansion.go,vendor/k8s.io/client-go/kubernetes/typed/events/v1/generated_expansion.go
vendor/k8s.io/klog/CONTRIBUTING.md,vendor/k8s.io/klog/v2/CONTRIBUTING.md
vendor/k8s.io/klog/LICENSE,vendor/k8s.io/klog/v2/LICENSE
vendor/k8s.io/klog/OWNERS,vendor/k8s.io/klog/v2/OWNERS
vendor/k8s.io/klog/README.md,vendor/k8s.io/klog/v2/README.md
vendor/k8s.io/klog/RELEASE.md,vendor/k8s.io/klog/v2/RELEASE.md
vendor/k8s.io/klog/SECURITY_CONTACTS,vendor/k8s.io/klog/v2/SECURITY_CONTACTS
vendor/k8s.io/klog/code-of-conduct.md,vendor/k8s.io/klog/v2/code-of-conduct.md
vendor/k8s.io/klog/klog.go,vendor/k8s.io/klog/v2/klog.go
vendor/k8s.io/klog/klog_file.go,vendor/k8s.io/klog/v2/klog_file.go
vendor/sigs.k8s.io/structured-merge-diff/v3/LICENSE,vendor/sigs.k8s.io/structured-merge-diff/v4/LICENSE
vendor/sigs.k8s.io/structured-merge-diff/v3/value/allocator.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/allocator.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/doc.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/doc.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/fields.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/fields.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/jsontagutil.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/jsontagutil.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/list.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/list.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/listreflect.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/listreflect.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/listunstructured.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/listunstructured.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/map.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/map.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/mapreflect.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/mapreflect.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/mapunstructured.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/mapunstructured.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/reflectcache.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/reflectcache.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/scalar.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/scalar.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/structreflect.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/structreflect.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/value.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/value.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/valuereflect.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/valuereflect.go
vendor/sigs.k8s.io/structured-merge-diff/v3/value/valueunstructured.go,vendor/sigs.k8s.io/structured-merge-diff/v4/value/valueunstructured.go
charts/goosefs/templates/worker/daemonset.yaml,charts/goosefs/templates/worker/statefulset.yaml
pkg/utils/secret.go,pkg/utils/kubeclient/secret.go
pkg/csi/fuse/controller.go,pkg/csi/plugins/controller.go
pkg/csi/fuse/driver.go,pkg/csi/plugins/driver.go
pkg/csi/fuse/nodeserver.go,pkg/csi/plugins/nodeserver.go
pkg/csi/mountinfo/mountinfo.go,pkg/utils/mountinfo/mountinfo.go
pkg/csi/mountinfo/mountinfo_test.go,pkg/utils/mountinfo/mountinfo_test.go
pkg/csi/mountinfo/mountpoint.go,pkg/utils/mountinfo/mountpoint.go
pkg/csi/mountinfo/mountpoint_test.go,pkg/utils/mountinfo/mountpoint_test.go
docs/zh/samples/fuse_affinity.md,docs/zh/deprecated/0.7_fuse_affinity.md
docs/zh/operation/pod_schedule.md,docs/zh/deprecated/0.7_pod_schedule.md
docs/zh/operation/pod_schedule_default.md,docs/zh/deprecated/0.7_pod_schedule_default.md
docker/Dockerfile.fluidapp,docker/Dockerfile.application
vendor/github.com/docker/spdystream/CONTRIBUTING.md,vendor/github.com/moby/spdystream/CONTRIBUTING.md
vendor/github.com/go-openapi/spec/LICENSE,vendor/github.com/moby/spdystream/LICENSE
vendor/github.com/docker/spdystream/MAINTAINERS,vendor/github.com/moby/spdystream/MAINTAINERS
vendor/github.com/docker/spdystream/README.md,vendor/github.com/moby/spdystream/README.md
vendor/github.com/docker/spdystream/connection.go,vendor/github.com/moby/spdystream/connection.go
vendor/github.com/docker/spdystream/priority.go,vendor/github.com/moby/spdystream/priority.go
vendor/github.com/docker/spdystream/spdy/dictionary.go,vendor/github.com/moby/spdystream/spdy/dictionary.go
vendor/github.com/docker/spdystream/spdy/read.go,vendor/github.com/moby/spdystream/spdy/read.go
vendor/github.com/docker/spdystream/spdy/types.go,vendor/github.com/moby/spdystream/spdy/types.go
vendor/github.com/docker/spdystream/spdy/write.go,vendor/github.com/moby/spdystream/spdy/write.go
vendor/github.com/docker/spdystream/stream.go,vendor/github.com/moby/spdystream/stream.go
vendor/github.com/prometheus/client_golang/prometheus/build_info.go,vendor/github.com/prometheus/client_golang/prometheus/collectors/dbstats_collector_pre_go115.go,vendor/github.com/prometheus/procfs/cmdline.go
vendor/github.com/prometheus/client_golang/prometheus/build_info_pre_1.12.go,vendor/github.com/prometheus/procfs/cpuinfo_riscvx.go
vendor/github.com/spf13/cobra/custom_completions.go,vendor/github.com/spf13/cobra/completions.go
vendor/golang.org/x/crypto/AUTHORS,vendor/golang.org/x/term/AUTHORS
vendor/golang.org/x/crypto/CONTRIBUTORS,vendor/golang.org/x/term/CONTRIBUTORS
vendor/golang.org/x/crypto/LICENSE,vendor/golang.org/x/term/LICENSE
vendor/golang.org/x/crypto/PATENTS,vendor/golang.org/x/term/PATENTS
vendor/golang.org/x/crypto/ssh/terminal/util_plan9.go,vendor/golang.org/x/term/term.go
vendor/golang.org/x/crypto/ssh/terminal/util.go,vendor/golang.org/x/term/term_unix.go
vendor/golang.org/x/crypto/ssh/terminal/util_bsd.go,vendor/golang.org/x/term/term_unix_bsd.go
vendor/golang.org/x/crypto/ssh/terminal/util_aix.go,vendor/golang.org/x/term/term_unix_other.go
vendor/golang.org/x/crypto/ssh/terminal/util_windows.go,vendor/golang.org/x/term/term_windows.go
vendor/golang.org/x/crypto/ssh/terminal/terminal.go,vendor/golang.org/x/term/terminal.go
vendor/k8s.io/api/batch/v2alpha1/doc.go,vendor/k8s.io/api/autoscaling/v2/doc.go
vendor/k8s.io/api/batch/v2alpha1/register.go,vendor/k8s.io/api/autoscaling/v2/register.go
vendor/k8s.io/api/discovery/v1alpha1/doc.go,vendor/k8s.io/api/discovery/v1/doc.go
vendor/k8s.io/api/discovery/v1alpha1/generated.pb.go,vendor/k8s.io/api/discovery/v1/generated.pb.go
vendor/k8s.io/api/discovery/v1alpha1/generated.proto,vendor/k8s.io/api/discovery/v1/generated.proto
vendor/k8s.io/api/discovery/v1alpha1/register.go,vendor/k8s.io/api/discovery/v1/register.go
vendor/k8s.io/api/discovery/v1alpha1/types.go,vendor/k8s.io/api/discovery/v1/types.go
vendor/k8s.io/api/discovery/v1alpha1/types_swagger_doc_generated.go,vendor/k8s.io/api/discovery/v1/types_swagger_doc_generated.go
vendor/k8s.io/api/discovery/v1alpha1/well_known_labels.go,vendor/k8s.io/api/discovery/v1/well_known_labels.go
vendor/k8s.io/api/discovery/v1alpha1/zz_generated.deepcopy.go,vendor/k8s.io/api/discovery/v1/zz_generated.deepcopy.go
vendor/sigs.k8s.io/controller-runtime/pkg/manager/client_builder.go,vendor/k8s.io/api/networking/v1/well_known_annotations.go
vendor/k8s.io/api/batch/v2alpha1/generated.pb.go,vendor/k8s.io/api/policy/v1/generated.pb.go
vendor/k8s.io/api/batch/v2alpha1/zz_generated.deepcopy.go,vendor/k8s.io/api/policy/v1/zz_generated.deepcopy.go
vendor/k8s.io/client-go/kubernetes/typed/batch/v2alpha1/doc.go,vendor/k8s.io/client-go/kubernetes/typed/autoscaling/v2/doc.go
vendor/k8s.io/client-go/kubernetes/typed/batch/v2alpha1/cronjob.go,vendor/k8s.io/client-go/kubernetes/typed/batch/v1/cronjob.go
vendor/k8s.io/client-go/kubernetes/typed/discovery/v1alpha1/doc.go,vendor/k8s.io/client-go/kubernetes/typed/discovery/v1/doc.go
vendor/k8s.io/client-go/kubernetes/typed/discovery/v1alpha1/endpointslice.go,vendor/k8s.io/client-go/kubernetes/typed/discovery/v1/endpointslice.go
vendor/k8s.io/client-go/kubernetes/typed/discovery/v1alpha1/generated_expansion.go,vendor/k8s.io/client-go/kubernetes/typed/discovery/v1/generated_expansion.go
vendor/k8s.io/client-go/kubernetes/typed/batch/v2alpha1/generated_expansion.go,vendor/k8s.io/client-go/kubernetes/typed/policy/v1/generated_expansion.go
vendor/github.com/go-openapi/spec/.gitignore,vendor/k8s.io/kube-openapi/pkg/validation/spec/.gitignore
vendor/github.com/docker/spdystream/LICENSE,vendor/k8s.io/kube-openapi/pkg/validation/spec/LICENSE
vendor/github.com/go-openapi/spec/contact_info.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/contact_info.go
vendor/github.com/go-openapi/spec/external_docs.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/external_docs.go
vendor/github.com/go-openapi/spec/info.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/info.go
vendor/github.com/go-openapi/spec/items.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/items.go
vendor/github.com/go-openapi/spec/license.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/license.go
vendor/github.com/go-openapi/spec/path_item.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/path_item.go
vendor/github.com/go-openapi/spec/paths.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/paths.go
vendor/github.com/go-openapi/spec/ref.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/ref.go
vendor/github.com/go-openapi/spec/response.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/response.go
vendor/github.com/go-openapi/spec/responses.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/responses.go
vendor/github.com/go-openapi/spec/schema.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/schema.go
vendor/github.com/go-openapi/spec/security_scheme.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/security_scheme.go
vendor/github.com/go-openapi/spec/swagger.go,vendor/k8s.io/kube-openapi/pkg/validation/spec/swagger.go
